precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"FIREA GABRIELA-PARTIDUL SOCIAL DEMOCRAT-voturi","BURDUJA SEBASTIAN-IOAN-PARTIDUL NAȚIONAL LIBERAL-voturi","ENACHE MIHAI-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB DORIN-PARTIDUL ALTERNATIVA DREAPTĂ-voturi","IOVANOVICI-ŞOŞOACĂ DIANA-PARTIDUL S.O.S. ROMÂNIA-voturi","POPESCU CRISTIAN-VICTOR PIEDONE-PARTIDUL UMANIST SOCIAL LIBERAL-voturi","PÂNIŞOARĂ ALEXANDRU-PARTIDUL ECOLOGIST ROMÂN-voturi","DAN NICUŞOR-DANIEL-voturi","FILIP CONSTANTIN-TITIAN-voturi"
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",646,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-09 23:54:05",1681,1673,0,8,0,78,70,0,8,0,78,0,1866,1788,23,6,10,1,5,14,0,18,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",645,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:15:26",1673,1667,0,6,0,79,73,0,6,0,77,2,1869,1790,26,3,2,0,7,17,0,22,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",642,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 20:05:02",2912,2906,0,6,0,92,86,0,6,0,92,0,3260,3167,30,11,2,0,6,29,0,14,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.47;",643,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:57:01",2918,2913,0,5,0,147,142,0,5,0,144,3,3257,3110,42,5,8,1,10,40,0,37,1
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.47;",649,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-17 15:41:49",1782,1776,0,6,0,327,321,0,6,0,318,9,1967,1640,105,17,23,0,20,74,2,76,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",324,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:30:16",1120,1108,0,11,1,583,571,0,11,1,576,7,1200,617,138,47,13,1,12,25,1,335,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 49",323,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:03:22",1173,1145,22,6,0,605,599,0,6,0,601,4,1300,695,127,48,5,2,8,22,3,384,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",72,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:11:01",1223,1013,190,19,1,445,423,2,19,1,438,7,1350,905,90,40,13,2,15,30,2,244,2
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.5",73,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:14:20",701,627,63,11,0,278,267,0,11,0,278,0,738,460,59,37,8,2,6,19,4,143,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",258,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:55:02",1306,1299,3,4,0,584,580,0,4,0,576,8,1400,816,168,46,12,7,11,78,1,250,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",256,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:19:31",1381,1354,15,12,0,636,623,1,12,0,613,10,1600,977,162,44,10,3,17,48,2,325,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 51",257,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:27:55",1352,1343,0,9,0,464,455,0,9,0,457,7,1600,1136,119,31,12,0,10,80,0,203,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",511,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:39:48",976,958,4,14,0,420,406,0,14,0,417,3,1063,643,98,33,11,3,18,39,0,210,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",512,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:33:24",1326,1309,5,12,0,609,597,0,12,0,600,9,1453,844,162,39,19,0,23,59,1,290,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",519,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:51:30",1185,1169,11,5,0,460,455,0,5,0,457,3,1310,850,154,34,11,2,12,38,1,203,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",514,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:47:02",1263,1254,4,5,0,629,624,0,5,0,618,11,1378,749,155,35,15,3,14,80,3,306,7
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",513,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 17:46:35",1415,1403,2,10,0,587,577,0,10,0,576,11,1553,966,137,45,12,2,10,58,3,308,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",517,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:04:48",1264,1256,1,6,1,503,496,0,6,1,499,4,1385,882,116,43,14,4,15,49,1,252,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",520,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:16:33",1402,1387,4,11,0,586,575,0,11,0,574,12,1534,948,154,38,22,1,10,67,5,274,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",518,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-13 12:07:07",1103,1091,1,11,0,440,429,0,11,0,433,2,1202,762,120,35,10,2,10,54,3,197,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",515,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:08:13",1227,1216,3,8,0,511,503,0,8,0,502,9,1348,837,126,38,15,4,12,61,3,241,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.54;",516,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 08:00:48",1025,1017,4,4,0,423,419,0,4,0,419,3,1140,718,117,25,12,2,13,53,0,194,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",637,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:13:12",1875,1870,2,3,0,243,240,0,3,0,236,7,2069,1826,59,11,11,0,11,38,1,104,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",631,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:20:51",1610,1605,0,5,0,8,3,0,5,0,8,0,1799,1791,3,1,1,0,1,0,1,1,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",628,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:24:50",2640,2633,0,7,0,225,218,0,7,0,219,6,2923,2698,56,18,4,3,12,51,4,70,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",625,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:36:37",1874,1867,3,4,0,209,205,0,4,0,204,5,2072,1863,55,7,16,0,12,51,0,63,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",638,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:15:10",1863,1857,0,6,0,138,132,0,6,0,131,7,2072,1934,32,3,6,0,12,35,1,42,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",636,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:29:51",1740,1740,0,0,0,218,218,0,0,0,216,2,1740,1522,73,11,14,1,14,39,2,62,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",629,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:44:36",1886,1880,0,6,0,297,291,0,6,0,288,9,2076,1779,113,10,10,0,28,57,2,65,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",633,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:19:05",1716,1713,0,3,0,116,113,0,3,0,111,5,1902,1786,35,6,4,4,8,30,0,23,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",626,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:37:45",1794,1789,1,4,0,312,308,0,4,0,301,11,1988,1676,93,15,12,2,6,71,2,99,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",623,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:17:08",1680,1675,4,1,0,441,440,0,1,0,433,8,1851,1410,142,18,29,0,29,100,3,109,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",627,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:06:18",3361,3351,6,4,0,343,339,0,4,0,334,9,3721,3378,88,19,14,0,25,72,5,109,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",621,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 20:50:08",3154,3147,2,5,0,30,25,0,5,0,30,0,3147,3117,8,4,2,0,4,6,0,5,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",632,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 11:36:28",1654,1650,1,3,0,161,158,0,3,0,161,0,1843,1682,70,7,5,1,5,31,3,36,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",635,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:01:22",1830,1825,0,5,0,212,207,0,5,0,208,4,2042,1830,77,8,4,1,13,50,1,52,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",634,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:52:45",2323,2323,0,0,0,34,34,0,0,0,33,1,2584,2550,4,1,2,1,3,9,0,13,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",630,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:08:42",3934,3929,1,4,0,335,331,0,4,0,321,13,4357,4022,133,11,15,0,20,69,2,67,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",622,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:59:13",1822,1817,0,5,0,224,219,0,5,0,221,3,2019,1795,73,10,19,1,11,37,0,69,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",639,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:31:16",1630,1623,0,7,0,60,53,0,7,0,58,2,1823,1763,16,5,1,0,6,19,0,11,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.55;",624,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:16:29",1680,1675,1,4,0,169,165,0,4,0,166,3,1867,1698,31,19,11,1,10,45,0,48,1
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.55;",640,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 01:59:44",2804,2798,0,6,0,87,81,0,6,0,86,1,3158,3071,17,4,3,0,2,18,0,42,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",362,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:14:37",1127,1116,0,11,0,502,491,0,11,0,491,11,1500,998,94,34,22,0,9,27,2,302,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 56",361,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 19:29:27",1369,1337,17,15,0,643,628,0,15,0,626,17,1500,857,112,61,17,0,18,44,5,367,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1063,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 07:14:56",1176,1164,3,8,1,568,559,0,8,1,560,8,1180,612,126,59,19,2,14,60,4,274,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1060,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:26:40",1134,1120,10,4,0,517,512,1,4,0,509,8,1100,583,115,25,15,1,11,70,4,266,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1058,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:39:38",881,873,2,6,0,408,402,0,6,0,401,7,900,492,88,37,13,2,8,44,1,205,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1061,"BUCUREŞTI SECTORUL 6",179196,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 13:28:17",1373,1368,2,2,1,633,630,0,2,1,622,11,1400,767,143,55,15,3,13,60,4,327,2
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1062,"BUCUREŞTI SECTORUL 6",179196,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 12:30:00",1322,1288,24,9,1,648,638,0,9,1,638,10,1300,652,120,44,23,1,9,61,4,373,3
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.59",1059,"BUCUREŞTI SECTORUL 6",179196,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-15 17:36:25",1125,1115,5,5,0,546,541,0,5,0,543,3,1100,554,167,88,50,12,14,40,133,9,30
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",31,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 22:54:07",987,966,18,0,3,539,535,1,0,3,536,3,1090,551,116,52,15,4,12,42,2,289,4
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.6",32,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:16:19",1115,1094,16,5,0,552,546,1,5,0,547,5,1240,688,121,67,10,6,12,61,3,265,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",250,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 10:42:06",1251,1218,27,6,0,510,504,0,6,0,496,14,1400,890,149,29,12,3,10,59,3,230,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",245,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 20:14:36",1492,1488,0,4,0,586,582,0,4,0,582,4,1600,1014,168,38,27,3,16,71,3,256,0
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",248,"BUCUREŞTI SECTORUL 2",179150,5,PROV,PRCNCT,PCJ,PG_SV,"2024-06-14 07:37:11",1477,1465,5,7,0,602,595,0,7,0,602,0,1600,998,170,38,23,2,23,93,7,243,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",249,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:16:53",1527,1370,149,8,0,547,539,0,8,0,541,6,1600,1053,146,37,20,3,34,53,2,243,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",246,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:34:37",1345,1299,41,5,0,446,441,0,5,0,435,11,1600,1154,136,34,17,3,15,91,1,137,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",247,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:10:47",1256,1240,9,7,0,603,596,0,7,0,594,9,1400,797,163,41,19,4,16,82,2,265,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 62",251,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:26:37",1075,1065,2,8,0,452,444,0,8,0,447,5,1200,748,112,42,18,3,23,79,7,161,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",274,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 15:38:30",1466,1453,5,8,0,514,506,0,8,0,511,3,1600,1086,131,34,24,3,26,83,0,208,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",273,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:57:35",1195,1187,2,6,0,517,511,0,6,0,513,4,1300,783,148,38,14,1,13,53,4,237,5
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",276,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:51:37",1730,1720,5,5,0,646,641,0,5,0,635,11,2000,1354,170,46,11,1,19,142,3,239,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",275,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:23:27",1283,1277,6,0,0,562,562,0,0,0,560,2,1600,1038,139,39,21,4,14,44,0,295,4
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 66",272,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:17:49",1633,1624,1,8,0,644,636,0,8,0,630,14,2000,1356,174,39,24,2,28,107,2,249,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",661,"BUCUREŞTI SECTORUL 3",179169,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 14:39:24",1541,1530,1,10,0,669,659,0,10,0,659,10,1702,1033,166,55,21,5,21,110,4,274,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.67;",662,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 06:20:53",1753,1730,18,5,0,695,690,0,5,0,688,7,1933,1238,215,48,21,3,23,90,4,273,11
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",38,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:36:17",1402,1383,3,16,0,745,729,0,16,0,736,9,1530,785,206,61,14,4,11,60,9,368,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",37,"BUCUREŞTI SECTORUL 1",179141,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 09:58:08",1417,1409,0,8,0,687,679,0,8,0,671,12,1566,883,168,75,15,1,8,39,3,359,3
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.7",36,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:17:54",1243,1215,21,7,0,615,608,0,7,0,605,10,1390,775,135,73,11,4,7,40,1,333,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",349,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 21:09:48",1187,1135,37,12,3,457,436,6,12,3,444,13,1300,843,96,41,16,1,4,37,2,246,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 71",348,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 18:11:50",1207,1179,24,4,0,476,472,0,4,0,471,5,1300,824,108,41,15,1,10,57,5,232,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",266,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 15:36:10",1451,1439,9,3,0,563,560,0,3,0,555,8,1500,934,168,35,19,3,12,77,1,238,2
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",262,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:14:37",1349,1336,9,4,0,648,644,0,4,0,632,16,1600,952,174,49,11,0,13,78,3,303,1
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",264,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-11 20:35:24",1933,1885,29,19,0,891,872,0,19,0,889,2,2000,1109,163,66,24,0,16,65,5,542,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",265,"BUCUREŞTI SECTORUL 2",179150,3,PROV,PRCNCT,PCJ,PG_SV,"2024-06-19 10:18:00",2175,2140,21,13,1,864,851,0,13,0,854,10,2312,1448,225,44,20,0,43,129,5,385,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",263,"BUCUREŞTI SECTORUL 2",179150,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 10:51:39",1522,1489,27,6,0,661,655,0,6,0,655,6,1600,939,182,33,16,2,15,65,2,337,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 77",261,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:13:57",1331,1319,6,6,0,525,519,0,6,0,519,6,1600,1075,152,35,27,2,28,90,2,181,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",652,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 03:46:01",1803,1800,0,3,0,598,595,0,3,0,589,9,2000,1402,184,39,28,3,25,107,0,198,5
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",654,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:38:09",1475,1464,4,7,0,171,164,0,7,0,170,1,1631,1460,44,14,7,2,6,41,0,55,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",651,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 05:25:19",1572,1565,2,5,0,355,350,0,5,0,350,5,1733,1378,128,16,12,0,9,67,1,115,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",658,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:03:51",1854,1846,0,8,0,12,4,0,8,0,12,0,2063,2051,1,3,0,2,0,1,1,4,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",655,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 19:26:41",1658,1649,3,6,0,85,79,0,6,0,85,0,1829,1744,27,6,5,0,6,19,0,21,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",653,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:13:55",1566,1563,0,3,0,69,66,0,3,0,66,3,1758,1689,15,6,0,0,3,12,1,29,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",657,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:38:41",1816,1812,0,4,0,16,12,0,4,0,16,0,2010,1994,2,2,0,0,0,1,0,11,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.78;",656,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 04:36:41",1600,1592,1,7,0,393,390,0,3,0,390,3,1753,1360,123,25,15,3,8,81,1,129,5
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",660,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 02:39:40",1934,1926,0,8,0,10,2,0,8,0,10,0,2146,2136,3,1,1,0,0,2,0,3,0
46,"Sector 3","ȘCOALA GIMNAZIALĂ NR.78;",659,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 00:57:06",1886,1879,0,7,0,10,3,0,7,0,10,0,2093,2083,2,1,1,0,0,0,0,6,0
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",673,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 10:13:09",1001,966,17,14,4,449,431,0,14,4,442,7,1200,751,88,45,16,2,7,48,1,234,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",672,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:57:45",886,861,20,5,0,372,367,0,5,0,371,1,1000,628,90,36,19,1,9,42,3,170,1
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 79",674,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 00:50:16",1342,1308,19,14,1,561,546,0,14,1,557,4,1500,939,107,52,20,3,31,53,2,285,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",408,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-16 19:01:58",1133,1116,3,13,1,579,564,1,13,1,574,5,1233,654,89,40,17,2,7,25,3,388,3
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",409,"BUCUREŞTI SECTORUL 3",179169,2,PROV,PRCNCT,PCJ,PG_SV,"2024-06-12 10:58:33",1014,1002,3,9,0,485,476,0,9,0,481,4,1102,617,94,48,13,3,18,35,5,261,4
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.80;",403,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,PCJ,PG_SV,"2024-06-10 06:32:18",1114,1095,7,12,0,387,374,1,12,0,374,13,1210,823,102,21,11,1,10,31,1,195,2
